,title,singer,id,Genre,Lyric
12077,KISEKI,GReeeeN,135433.0,"Âu Mỹ, Pop",
12078,Ký Ức Vpop,Tăng Phúc,135435.0,"Việt Nam, V-Pop","Một ngày khi buồn chán 
 Em ngước nhìn 
 Trời xanh đầy nắng 
 Cho màu xanh ước mơ 
 Vào tâm trí em 
 Một tình yêu rực rỡ 
 Chứa trong lòng như 
 Muôn màu sắc 
 Là màu của trái tim 
 Màu của khát khao. 
 How! Em mơ ước cho em 
 Riêng một tình yêu 
 Một tình yêu đắm say 
 Một tình yêu ngời 
 Sáng tuyệt vời. 
 Chỉ mình em với anh ở đó 
 Với hằng nga ánh trăng cổ tích 
 Chốn thần tiên biết bao 
 Màu sắc an lành 
 Vì tình yêu yea 
 Hát mộng rồi cũng sẽ được thấy 
 Anh giờ thì cũng đã được nghe 
 Khúc nhạc tình viết lên 
 Trời sáng sao hôm nào 
 Vì anh em đã viết lên. 
 Anh không cần em để 
 Cho mắt môi em buồn 
 Để những phút hờn ghen 
 Còn trong trái tim em 
 Anh không cần em vì 
 Nay có ai kia rồi 
 Chỉ có bóng hình em 
 Lặng lẽ nỗi đơn côi. 
 Taxi hãy đưa tôi đến 
 Nơi không còn buồn 
 Hãy đưa tôi đến nơi không 
 Còn sầu và nhiều đau khổ 
 Như tình yêu mà người 
 Ta vẫn thường mơ. 
 Yêu làm chi, lệ hoen bờ mi 
 Cất bước ra đi trong 
 Lòng không lưu luyến gì 
 Bao ngày qua ngày 
 Duyên tình ta mất đi 
 Yêu thương lúc xưa 
 Xin tình yêu về ngang đời 
 Em giống như khi 
 Xưa người đến 
 Cố bước thật nhiều, 
 Cố quên thật nhiều 
 Chuyện tình yêu 
 Của em và anh 
 Và ngã 3 đó, 
 Con đường đã thấy phía trước 
 Nhưng sao em không thể 
 Nào bước theo con tim mình 
 Em đây thật muốn quên đi 
 Những ân tình đã qua 
 Để được bên anh như 
 Em mơ ước bao lâu rồi. 
 Đường rộng và dài 
 Anh cứ bước đi 
 Em đứng lại để 
 Nhìn anh quay gót 
 Đừng hỏi tại sao con 
 Tim em không biết đau 
 Vì em đã quá đau, 
 Mất cảm giác đau rồi anh 
 Đường rộng một mình 
 Anh bước tiếp đi 
 Em không cần tội 
 Nghiệp đâu anh hỡi 
 Xin anh đừng chạm vào 
 Cuộc đời riêng của em 
 Để em quên được anh. 
 Người yêu ơi biết ngày qua 
 Ngóng trông anh mỏi mòn 
 Một hai ba bốn ngày rồi 
 Cuối thu đông đã về 
 Chờ chi đến lúc người về 
 Tháng năm kia chẳng còn 
 Còn lại bao tàn phai. 
 Nhờ mây nhắn với trời 
 Cao bóng anh nơi chốn nào 
 Một hai ba bốn ngày rồi 
 Cuối thu đông đã về 
 Một câu chẳng nói 
 Người đi tiếc chi câu giã từ 
 Để em thôi ngóng trông. 
 Giờ thì anh hứa để 
 Làm gì, đã không còn lại gì 
 Hứa để trọn đời vẫn yêu em 
 Vẫn yêu em thì sao, 
 Cũng đã quá muộn màng 
 Đã không còn như ngày xưa ấy. 
 Giờ thì anh hứa để 
 Làm gì, đã không còn lại gì 
 Hứa để trọn đời vẫn hy vọng 
 Vẫn tin một ngày mai 
 Người sẽ quay về với anh 
 Về bên anh như những ngày xưa, 
 Mình đã ở bên nhau."
12079,Losing My Religion,REM,135437.0,"Âu Mỹ, Nhạc Phim","Life is bigger', ""It's bigger than you"", 'And you are not me 
 The lengths that I will go to 
 The distance in your eyes', ""Oh no I've said too much"", 'I set it up', ""That's me in the corner"", ""That's me in the spotlight"", 'Losing my religion 
 Trying to keep up with you', ""And I don't know if I can do it"", ""Oh no I've said too much"", ""I haven't said enough"", 'I thought that I heard you laughing 
 I thought that I heard you sing 
 I think I thought I saw you try 
 Every whisper 
 Of every waking hour', ""I'm choosing my confessions"", 'Trying to keep an eye on you 
 Like a hurt lost and blinded fool', ""Oh no I've said too much"", 'I set it up 
 Consider this 
 Consider this 
 The hint of the century 
 Consider this 
 The slip that brought me 
 To my knees failed 
 What if all these fantasies 
 Come flailing around', ""Now I've said too much"", 'I thought that I heard you laughing 
 I thought that I heard you sing 
 I think I thought I saw you try 
 But that was just a dream 
 That was just a dream', ""That's me in the corner"", ""That's me in the spotlight"", 'Losing my religion 
 Trying to keep up with you', ""And I don't know if I can do it"", ""Oh no I've said too much"", ""I haven't said enough"", 'I thought that I heard you laughing 
 I thought that I heard you sing 
 I think I thought I saw you try 
 But that was just a dream 
 Try cry why try 
 That was just a dream 
 Just a dream just a dream 
 Dream"
12080,Love The Way You Lie,Rihanna & Eminem,135438.0,"Âu Mỹ, Rap / Hip Hop","Just gonna stand 
 There and watch me burn', ""But that's alright"", 'Because 
 I like the way it hurts 
 Just gonna stand 
 There and hear me cry', ""But that's alright"", 'Because 
 I love the way you lie 
 I love the way you lie', ""I can't tell you what it really is"", 'I can only tell you what it feels like 
 And right now', ""It's a steel knife"", 'In my windpipe', ""I can't breathe"", 'But I still fight 
 While I can fight 
 As long as the wrong feels', ""Right it's like I'm in flight"", 'High off of love 
 Drunk from my hate', ""It's like I'm huffing pain"", 'And I love it the more I suffer 
 I suffocate', ""And right before I'm about to drown"", 'She resuscitates me 
 She fucking hates me 
 And I love it 
 Wait Where you going', ""I'm leaving you"", ""No you ain't"", 'Come back', ""We're running right back"", 'Here we go again', ""It's so insane cause"", ""When it's going good"", ""It's going great"", ""I'm Superman"", 'With the wind at his back', ""She's Lois Lane"", ""But when it's bad it's awful"", 'I feel so ashamed I snapped', ""Who's that dude"", ""I don't even know his name"", 'I laid hands on her', ""I'll never stoop so low again"", 'I guess', ""I don't know my own strength"", 'Just gonna stand there 
 And watch me burn', ""But that's alright"", 'Because 
 I like the way it hurts 
 Just gonna stand there 
 And hear me cry', ""But that's alright"", 'Because 
 I love the way you lie 
 I love the way you lie 
 I love the way you lie 
 You ever love somebody 
 So much you can barely breathe', ""When you're with 'em"", 'You meet and neither one of you', ""Even know what hit 'em"", 'Got that warm fuzzy feeling 
 Yeah', ""Them chills you used to get 'em"", ""Now you're getting fucking"", ""Sick of looking at 'em"", ""You swore you'd never hit 'em"", ""Never do nothing to hurt 'em"", ""Now you're in each other's face"", 'Spewing venom 
 In your words 
 When you spit them 
 You push', ""Pull each other's hair"", ""Scratch claw hit 'em"", ""Throw 'em down pin 'em"", 'So lost in the moments', ""When you're in them"", ""It's the rage that took over"", 'It controls you both', ""So they say you're best"", 'To go your separate ways', ""Guess if they don't know you 'cause"", 'Today that was yesterday 
 Yesterday is over', ""It's a different day"", 'Sound like broken records playing 
 Over but you promised her 
 Next time you show restraint', ""You don't get another chance"", 'Life is no Nintendo game 
 But you lied again 
 Now you get to watch her leave 
 Out the window', ""Guess that's why"", 'They call it window pane 
 Just gonna stand 
 There and watch me burn', ""But that's alright"", 'Because 
 I like the way it hurts 
 Just gonna stand 
 There and hear me cry', ""But that's alright"", 'Because 
 I love the way you lie 
 I love the way you lie 
 I love the way you lie 
 Now I know we said things', ""Did things that we didn't mean"", 'And we fall back 
 Into the same patterns 
 Same routine', ""But your temper's"", 'Just as bad as mine is', ""You're the same as me"", 'But when it comes to love', ""You're just as blinded"", 'Baby please come back', ""It wasn't you"", 'Baby it was me 
 Maybe our relationship', ""Isn't as crazy as it seems"", ""Maybe that's what happens"", 'When a tornado meets a volcano 
 All I know is 
 I love you too much 
 To walk away though 
 Come inside 
 Pick up your 
 Bags off the sidewalk', ""Don't you hear sincerity"", 'In my voice when I talk 
 I told you this is my fault 
 Look me in the eyeball', ""Next time I'm pissed"", ""I'll aim my fist at the drywall"", 'Next time', ""There won't be no next time"", 'I apologize even though 
 I know its lies', ""I'm tired of the games"", 'I just want her back', ""I know I'm a liar"", 'If she ever tries to 
 Fucking leave again', ""Im'a tie her to the bed"", 'And set this house on fire 
 Just gonna stand 
 There and watch me burn', ""But that's alright"", 'Because 
 I like the way it hurts 
 Just gonna stand 
 There and hear me cry', ""But that's alright"", 'Because 
 I love the way you lie 
 I love the way you lie 
 I love the way you lie"
12081,M,PRINCESS PRINCESS,135439.0,,
12082,Maybe this Time,Michael Martin Murphey,135440.0,,
12083,Mất Anh Rồi (Tone Nam),Nguyễn Thạc Bảo Ngọc,135441.0,"Việt Nam, V-Pop","Vội xa em lúc hiện tại 
 Chắc bên anh có một ai 
 Cuộc tình dở dang anh đi vội vàng 
 Đắng cay em mang đêm về lang thang 
 Càng giữ càng mất cánh tay buông rời 
 Lần nào cũng thế xót xa ê chề 
 Mất anh rồi em sống ra sao 
 Mất anh rồi em sống thế nào 
 Những yêu thương chẳng còn xuyến xao 
 Nỗi đau này như ngàn vết dao 
 Ai sẽ cùng em đến tương lai 
 Ai sẽ cùng xây đắp hiện tại 
 Yêu sâu đậm rồi cũng nhạt phai 
 Xa anh rồi tim vỡ làm hai 
 Cuộc tình dở dang anh đi vội vàng 
 Đắng cay em mang đêm về lang thang 
 Càng giữ càng mất cánh tay buông rời 
 Lần nào cũng thế xót xa ê chề 
 Mất anh rồi em sống ra sao 
 Mất anh rồi em sống thế nào 
 Những yêu thương chẳng còn xuyến xao 
 Nỗi đau này như ngàn vết dao 
 Ai sẽ cùng em đến tương lai 
 Ai sẽ cùng xây đắp hiện tại 
 Yêu sâu đậm rồi cũng nhạt phai 
 Xa anh rồi tim vỡ làm hai 
 Mất anh rồi em sống ra sao 
 Mất anh rồi em sống thế nào 
 Những yêu thương chẳng còn xuyến xao 
 Nỗi đau này như ngàn vết dao 
 Ai sẽ cùng em đến tương lai 
 Ai sẽ cùng xây đắp hiện tại 
 Yêu sâu đậm rồi cũng nhạt phai 
 Xa anh rồi tim vỡ làm hai"
12084,Mất Anh Rồi Remix,Nguyễn Thạc Bảo Ngọc,135442.0,"Việt Nam, V-Pop","Vội xa em lúc hiện tại 
 Chắc bên anh có một ai 
 Cuộc tình dở dang anh đi vội vàng 
 Đắng cay em mang đêm về lang thang 
 Càng giữ càng mất cánh tay buông rời 
 Lần nào cũng thế xót xa ê chề 
 Mất anh rồi em sống ra sao 
 Mất anh rồi em sống thế nào 
 Những yêu thương chẳng còn xuyến xao 
 Nỗi đau này như ngàn vết dao 
 Ai sẽ cùng em đến tương lai 
 Ai sẽ cùng xây đắp hiện tại 
 Yêu sâu đậm rồi cũng nhạt phai 
 Xa anh rồi tim vỡ làm hai 
 Cuộc tình dở dang anh đi vội vàng 
 Đắng cay em mang đêm về lang thang 
 Càng giữ càng mất cánh tay buông rời 
 Lần nào cũng thế xót xa ê chề 
 Mất anh rồi em sống ra sao 
 Mất anh rồi em sống thế nào 
 Những yêu thương chẳng còn xuyến xao 
 Nỗi đau này như ngàn vết dao 
 Ai sẽ cùng em đến tương lai 
 Ai sẽ cùng xây đắp hiện tại 
 Yêu sâu đậm rồi cũng nhạt phai 
 Xa anh rồi tim vỡ làm hai 
 Mất anh rồi em sống ra sao 
 Mất anh rồi em sống thế nào 
 Những yêu thương chẳng còn xuyến xao 
 Nỗi đau này như ngàn vết dao 
 Ai sẽ cùng em đến tương lai 
 Ai sẽ cùng xây đắp hiện tại 
 Yêu sâu đậm rồi cũng nhạt phai 
 Xa anh rồi tim vỡ làm hai"
12085,Nagori Yuki,ROMAJI,135443.0,Nhật Bản,
12086,Nụ Cười Em Là Nắng (Lofi ver),Green & Zeaplee,135444.0,,
12087,Old Town Road,"Lil Nas X, Billy Ray Cyrus",135445.0,"Âu Mỹ, Alternative, Rap / Hip Hop, Pop","Yeah I'm gonna take my horse"", 'To the old town road', ""I'm gonna ride 'til I can't no more"", ""I'm gonna take my horse"", 'To the old town road', ""I'm gonna ride 'til I can't no more"", 'I got the horses in the back 
 Horse tack is attached 
 Hat is matte black', ""Got the boots that's black to match"", ""Ridin' on a horse ha"", 'You can whip your Porsche 
 I been in the valley', ""You ain't been up off that porch now"", ""Can't nobody tell me nothin'"", ""You can't tell me nothin'"", ""Can't nobody tell me nothin'"", ""You can't tell me nothin'"", ""Ridin' on a tractor"", 'Lean all in my bladder 
 Cheated on my baby 
 You can go and ask her 
 My life is a movie', ""Bull ridin' and boobies"", 'Cowboy hat from Gucci 
 Wrangler on my booty', ""Can't nobody tell me nothin'"", ""You can't tell me nothin'"", ""Can't nobody tell me nothin'"", ""You can't tell me nothin'"", ""Yeah I'm gonna take my horse"", 'To the old town road', ""I'm gonna ride 'til I can't no more"", ""I'm gonna take my horse"", 'To the old town road', ""I'm gonna ride 'til I can't no more"", 'Hat down cross town', ""Livin' like a rockstar"", 'Spent a lot of money 
 On my brand new guitar', ""Baby's got a habit"", 'Diamond rings and Fendi sports bras', ""Ridin' down Rodeo"", 'In my Maserati sports car 
 Got no stress', ""I've been through all that"", ""I'm like a Marlboro Man"", 'So I kick on back 
 Wish I could roll on back 
 To that old town road', ""I wanna ride 'til I can't no more"", ""Yeah I'm gonna take my horse"", 'To the old town road', ""I'm gonna ride"", ""'Til I can't no more"", ""I'm gonna take my horse"", 'To the old town road', ""I'm gonna ride"", ""'Til I can't no more"
12088,ONE OF US,JOAN OSBOURNE,135446.0,"Âu Mỹ, Pop",
12089,Part of Your World,Jodi Benson,135447.0,"Âu Mỹ, Nhạc Phim",
12090,Please Forgive Me,Bryan Adams,135448.0,"Âu Mỹ, Pop",
12091,Prisoner of Love,UTADA HIKARU,135449.0,"Nhật Bản, Pop / Ballad",
12092,RING X RING,Billlie,135450.0,Hàn Quốc,"Not anymore 
 Not anymore 
 Heunjeogi itdae is it blood blood 
 Mallabutji mothan 
 Igeon mwol mwol malhani mwol 
 Eodinni neon', ""It's alright"", 'Ani gwaenchanchi ana 
 Will be fine 
 Anin geol jal aljana 
 Ring ring a bell 
 Ring ring a bell 
 Ring ring a bell 
 Ring ring a bell 
 Come find the missing', ""Guhaejwo cause I'm risky"", 'Oeroun huimihan sumaneun ireumdeuri 
 On himeul dahaeseo ullineun maeum sori 
 Neon geogi geudaero gidaryeo 
 Neol naega guhareo nagagesseo 
 Oh-oh-oh-oh 
 Neoui beri ullimyeon', ""It's true"", 'Al giri eopseo 
 Where did she go go 
 Goyangido eopseo 
 Aju meotjin yeohaenginga 
 Jamjeoginga 
 Chwimineun mwonde 
 Maeil bam bam nugurang noratdae 
 Alji mothae geu nugudo 
 Amugeotdo 
 Sarajyeoyaman apdatueo jilmun 
 Neujeun geoni 
 Come find the missing', ""Guhaejwo cause I'm risky"", 'Oeroun huimihan sumaneun ireumdeuri 
 On himeul dahaeseo ullineun maeum sori 
 Neon geogi geudaero gidaryeo 
 Neol naega guhareo nagagesseo 
 Oh-oh-oh-oh 
 Neoui beri ullimyeon', ""It's either yes or no"", 'Either stop or go 
 But we got no rules 
 Like april fools', ""Cause we're in wonder years"", 'Bultumyeonghan siseon sok sai 
 Garyeojin baljaguk geunyang jinachyeo 
 Geu sungan tto beri ullyeo ring a bell 
 Huh huh-huh 
 Huh huh-huh 
 Ring ring a bell 
 Ring ring a bell 
 Come find the missing', ""Guhaejwo cause I'm risky"", 'Oeroun huimihan sumaneun ireumdeuri 
 On himeul dahaeseo ullineun maeum sori 
 Neon geogi geudaero gidaryeo 
 Neol naega guhareo nagagesseo 
 Oh-oh-oh-oh 
 Neoui beri ullimyeon', ""It's true"", 'Heunjeogi eopdae 
 Is she dead dead 
 Allyeojin ge eopdae 
 Can we talk talk 
 Not anymore"
12093,Road Trip,NCT 127,135451.0,"Hàn Quốc, Pop/Pop Ballad","Eodideunji gago sipeo 
 Soneul kkok japgo 
 Thousands of miles 
 Jeonghaejin geon eopseo 
 Mami ikkeuneun daero 
 Meomchuji ma eodideunji gaja road trip 
 Hanjeokan i doro wil 
 Kkaeuneun engine sori 
 Deo jayuroun neukkim', ""Baby don't sleep"", 'Oh pyeolchyeojin haneulkkaji uril 
 Bangyeojuneun geot gateun neukkim', ""Let's sing along"", 'Deo keun soriro on and on 
 Eodiro galkka ajik moreujiman 
 Nan idaeroman eodideun 
 Neoman isseumyeon dwae 
 Tteona road trip 
 Urimani aneun goseuro 
 Eodideunji gago sipeo 
 Soneul kkok japgo 
 Thousands of miles 
 Jeonghaejin geon eopseo 
 Mami ikkeuneun daero 
 Meomchuji ma eodideunji gaja road trip', ""Yeah we gon' roll"", 'Geupal pillyo eopseo 
 Eum amado iraedo jeoraedo joa nan 
 Neowa hamkke itjana 
 Namdeul ganeun gillo 
 Kkok an gado dwae 
 Urimanui gireul gaja eottae 
 Ja eodiro kkeullin daero ttaraga 
 Hamkke dallyeogal 
 Sigan sok neowa na 
 Eonjekkajina 
 Ireoke hamkke binnamyeon dwae 
 Tteona road trip 
 Urimani aneun goseuro 
 Eodideunji gago sipeo 
 Soneul kkok japgo 
 Thousands of miles 
 Jeonghaejin geon eopseo 
 Mami ikkeuneun daero 
 Meomchuji ma eodideunji gaja road trip 
 Eodingae eodingae 
 Uri hamkke uri hamkke 
 I sunganeul ganjikallae 
 Oh yeah yeah 
 Sueopsi pyeolchyeojin gil 
 Neowa namanui jido 
 Eodiro hyanghaedo joeun geol oh oh 
 Tteona road trip 
 Kkumboda kkumgateun goseuro 
 Jom deo maneun sungandeureul 
 Nanugo sipeo 
 Thousands of miles 
 Jeonghaejin geon eopseo 
 Mami ikkeuneun daero 
 Meomchuji ma eodideunji gaja road trip 
 Eodingae eodingae 
 Uri hamkke uri hamkke 
 Isunganeul ganjikallae oh yeah 
 Eodingae eodingae 
 Thousands of miles 
 Jeonghaejin geon eopseo 
 Mami ikkeuneun daero 
 Meomchuji ma eodideunji gaja road trip 
 Tteona road trip 
 Modeun sungan neoui gyeoteuro"
12094,Saia,Fukuyama Masaharu,135452.0,Nhật Bản,
12095,Sakura Anata Ni Deaete Yokatta,RSP,135453.0,Việt Nam,
12096,Sekaijyu No Dare Yori Kitto,中山美穂＆WANDS,135455.0,,
12097,Sk8er Boi,Avril Lavign,135456.0,"Âu Mỹ, Pop","He was a boy 
 She was a girl 
 Can I make it any more 
 Obvious 
 He was a punk 
 She did ballet 
 What more can I say 
 He wanted her', ""She'd never tell"", 'Secretly she wanted him as well 
 But all of her friends 
 Stuck up their nose 
 They had a problem with 
 His baggy clothes 
 He was a skater boy 
 She said see you later boy', ""He wasn't good enough"", 'For her 
 She had a pretty face 
 But her head was up in space 
 She needed to come back 
 Down to earth 
 5 years from now 
 She sits at home 
 Feeding the baby', ""She's all alone"", 'She turns on TV 
 Guess who she sees 
 Skater boy rockin up MTV 
 She calls up her friends 
 They already know', ""And they've all got"", 'Tickets to see his show 
 She tags along 
 Stands in the crowd 
 Looks up at the man 
 That she turned down 
 He was a skater boy 
 She said see you later boy', ""He wasn't good enough"", 'For her', ""Now he's a super star"", 'Slamming on his guitar 
 Does your pretty face see', ""What he's worth?"", 'He was a skater boy 
 She said see you later boy', ""He wasn't good enough"", 'For her', ""Now he's a super star"", 'Slamming on his guitar 
 Does your pretty face see', ""What he's worth?"", 'Sorry girl but you missed out 
 Well tough luck', ""That boy's mine now"", 'We are more than 
 Just good friends 
 This is how the story ends', ""Too bad that you couldn't see,"", 'See the man that boy could be 
 There is more 
 That meets the eye 
 I see the soul that is inside', ""He's just a boy"", ""And I'm just a girl"", 'Can I make it any more 
 Obvious 
 We are in love', ""Haven't you heard"", 'How we rock each others world', ""I'm with the skater boy"", 'I said see you later boy', ""I'll be back stage after the show"", ""I'll be at the studio"", 'Singing the song we wrote 
 About a girl you used to know', ""I'm with the skater boy"", 'I said see you later boy', ""I'll be back stage after the show"", ""I'll be at the studio"", 'Singing the song we wrote 
 About a girl you used to know"
